Year,Region,Employment Equity Occupational Groups, Total ,%, Males ,Males %, Females , Females % , Aboriginal Peoples , Aboriginal Peoples % , Visible Minorities , Visible Minorities % ,Total 15-64 years, Total 15-64 years % , PWD ,PWD %
2016,Ontario,   Semi-Skilled Manual Workers," 599,000 ",100.0," 481,990 ",80.5," 117,005 ", 19.5 ," 18,110 ", 3.0 ," 157,160 ", 26.2 ," 611,295 ", 100.0 ,"74,280",12.2
2016,Ontario,   Other Sales and Service Personnel," 613,525 ",100.0," 267,240 ",43.6," 346,290 ", 56.4 ," 25,395 ", 4.1 ," 158,170 ", 25.8 ," 646,885 ", 100.0 ,"69,520",10.7
2016,Ontario,   Other Manual Workers," 243,650 ",100.0," 189,095 ",77.6," 54,555 ", 22.4 ," 10,180 ", 4.2 ," 53,810 ", 22.1 ," 265,110 ", 100.0 ,"20,940",7.9
2016,Manitoba,Total Manitoba ," 643,780 ",100.0," 333,970 ",51.9," 309,815 ", 48.1 ," 93,725 ", 14.6 ," 77,150 ", 12.0 ," 665,790 ", 100.0 ,"67,540",10.1
2016,Manitoba,"   Senior, Middle and Other Managers"," 71,865 ",100.0," 45,950 ",63.9," 25,915 ", 36.1 ," 6,300 ", 8.8 ," 4,820 ", 6.7 ," 68,645 ", 100.0 ," 5,300 ",7.7
2016,Manitoba,   Professionals," 103,120 ",100.0," 41,590 ",40.3," 61,525 ", 59.7 ," 10,010 ", 9.7 ," 12,490 ", 12.1 ," 102,475 ", 100.0 ,"8,830",8.6
2016,Manitoba,   Semi-Professionals and Technicians," 61,860 ",100.0," 29,345 ",47.4," 32,515 ", 52.6 ," 9,180 ", 14.8 ," 7,860 ", 12.7 ," 63,885 ", 100.0 ,"6,290",9.8
2016,Manitoba,   Supervisors," 8,595 ",100.0," 3,760 ",43.7," 4,840 ", 56.3 ," 1,260 ", 14.7 , 965 , 11.2 ," 9,320 ", 100.0 ,"2,880",30.9
2016,Manitoba,   Supervisors:  Crafts and Trades," 11,395 ",100.0," 10,445 ",91.7, 950 , 8.3 ," 1,570 ", 13.8 , 680 , 6.0 ," 11,495 ", 100.0 ,--,-
2016,Manitoba,   Administrative and Senior Clerical Personnel," 34,970 ",100.0," 5,860 ",16.8," 29,110 ", 83.2 ," 4,190 ", 12.0 ," 2,930 ", 8.4 ," 34,110 ", 100.0 ,"2,980",8.7
2016,Manitoba,   Skilled Sales and Service Personnel," 25,870 ",100.0," 12,045 ",46.6," 13,825 ", 53.4 ," 3,695 ", 14.3 ," 3,540 ", 13.7 ," 27,810 ", 100.0 ,"2,940",10.6
2016,Manitoba,   Skilled Crafts and Trades Workers," 51,210 ",100.0," 49,425 ",96.5," 1,780 ", 3.5 ," 8,525 ", 16.6 ," 4,080 ", 8.0 ," 52,765 ", 100.0 ,"5,130",9.7
2016,Manitoba,   Clerical Personnel ," 44,330 ",100.0," 12,850 ",29.0," 31,470 ", 71.0 ," 6,540 ", 14.8 ," 5,630 ", 12.7 ," 44,220 ", 100.0 ,"5,090",11.5
2016,Manitoba,   Intermediate Sales and Service Personnel," 94,855 ",100.0," 28,925 ",30.5," 65,930 ", 69.5 ," 16,240 ", 17.1 ," 14,565 ", 15.4 ," 100,730 ", 100.0 ,"10,120",10.0
2016,Manitoba,   Semi-Skilled Manual Workers," 59,900 ",100.0," 51,090 ",85.3," 8,810 ", 14.7 ," 8,980 ", 15.0 ," 8,415 ", 14.0 ," 65,025 ", 100.0 ,"6,570",10.1
2016,Manitoba,   Other Sales and Service Personnel," 53,525 ",100.0," 24,150 ",45.1," 29,375 ", 54.9 ," 11,680 ", 21.8 ," 8,855 ", 16.5 ," 60,550 ", 100.0 ,"7,150",11.8
2016,Manitoba,   Other Manual Workers," 22,290 ",100.0," 18,530 ",83.1," 3,760 ", 16.9 ," 5,545 ", 24.9 ," 2,305 ", 10.3 ," 24,750 ", 100.0 ,--,-
2016,Saskatchewan,Total Saskatchewan," 585,535 ",100.0," 306,475 ",52.3," 279,055 ", 47.7 ," 70,045 ", 12.0 ," 30,720 ", 5.2 ," 586,225 ", 100.0 ,"53,430",9.1
2016,Saskatchewan,"   Senior, Middle and Other Managers"," 82,885 ",100.0," 55,175 ",66.6," 27,710 ", 33.4 ," 4,890 ", 5.9 ," 2,225 ", 2.7 ," 74,245 ", 100.0 ," 4,750 ",6.4
2016,Saskatchewan,   Professionals," 85,625 ",100.0," 32,045 ",37.4," 53,580 ", 62.6 ," 7,280 ", 8.5 ," 6,565 ", 7.7 ," 84,975 ", 100.0 ,"6,530",7.7
2016,Saskatchewan,   Semi-Professionals and Technicians," 49,745 ",100.0," 22,070 ",44.4," 27,675 ", 55.6 ," 6,765 ", 13.6 ," 2,910 ", 5.8 ," 50,610 ", 100.0 ,"4,080",8.1
2016,Saskatchewan,   Supervisors," 6,705 ",100.0," 2,505 ",37.4," 4,200 ", 62.6 , 920 , 13.7 , 410 , 6.1 ," 7,780 ", 100.0 ,"1,280",16.5
2016,Saskatchewan,   Supervisors:  Crafts and Trades," 12,835 ",100.0," 11,980 ",93.3, 850 , 6.6 ," 1,065 ", 8.3 , 310 , 2.4 ," 12,735 ", 100.0 ,--,-
2016,Saskatchewan,   Administrative and Senior Clerical Personnel," 33,530 ",100.0," 4,930 ",14.7," 28,600 ", 85.3 ," 3,080 ", 9.2 ," 1,215 ", 3.6 ," 32,155 ", 100.0 ,"3,960",12.3
2016,Saskatchewan,   Skilled Sales and Service Personnel," 21,755 ",100.0," 8,675 ",39.9," 13,080 ", 60.1 ," 2,695 ", 12.4 ," 1,710 ", 7.9 ," 23,420 ", 100.0 ,"2,430",10.4
2016,Saskatchewan,   Skilled Crafts and Trades Workers," 55,805 ",100.0," 53,540 ",95.9," 2,265 ", 4.1 ," 6,975 ", 12.5 ," 1,835 ", 3.3 ," 56,965 ", 100.0 ,"3,110",5.5
2016,Saskatchewan,   Clerical Personnel ," 35,220 ",100.0," 9,470 ",26.9," 25,750 ", 73.1 ," 3,975 ", 11.3 ," 1,655 ", 4.7 ," 34,385 ", 100.0 ,"4,550",13.2
2016,Saskatchewan,   Intermediate Sales and Service Personnel," 73,775 ",100.0," 19,740 ",26.8," 54,035 ", 73.2 ," 11,120 ", 15.1 ," 4,905 ", 6.6 ," 76,425 ", 100.0 ,"7,300",9.6
2016,Saskatchewan,   Semi-Skilled Manual Workers," 57,480 ",100.0," 47,910 ",83.4," 9,575 ", 16.7 ," 7,170 ", 12.5 ," 2,135 ", 3.7 ," 55,345 ", 100.0 ,"5,260",9.5
2016,Saskatchewan,   Other Sales and Service Personnel," 49,235 ",100.0," 20,840 ",42.3," 28,395 ", 57.7 ," 9,870 ", 20.0 ," 4,090 ", 8.3 ," 55,705 ", 100.0 ,"6,950",12.5
2016,Saskatchewan,   Other Manual Workers," 20,940 ",100.0," 17,605 ",84.1," 3,335 ", 15.9 ," 4,235 ", 20.2 , 755 , 3.6 ," 21,485 ", 100.0 ,"1,960",9.1
2016,Alberta,Total Alberta ," 2,229,450 ",100.0," 1,188,440 ",53.3," 1,041,015 ", 46.7 ," 128,700 ", 5.8 ," 368,470 ", 16.5 ," 2,336,090 ", 100.0 ,"232,230",9.9
2016,Alberta,"   Senior, Middle and Other Managers"," 258,025 ",100.0," 164,470 ",63.7," 93,560 ", 36.3 ," 9,415 ", 3.6 ," 30,945 ", 12.0 ," 253,580 ", 100.0 ," 13,800 ",5.4
2016,Alberta,   Professionals," 371,395 ",100.0," 166,135 ",44.7," 205,265 ", 55.3 ," 11,705 ", 3.2 ," 76,285 ", 20.5 ," 382,235 ", 100.0 ,"30,770",8.1
2016,Alberta,   Semi-Professionals and Technicians," 213,745 ",100.0," 105,385 ",49.3," 108,360 ", 50.7 ," 11,420 ", 5.3 ," 35,285 ", 16.5 ," 224,405 ", 100.0 ,"26,630",11.9
2016,Alberta,   Supervisors," 28,280 ",100.0," 12,475 ",44.1," 15,800 ", 55.9 ," 1,670 ", 5.9 ," 4,995 ", 17.7 ," 34,055 ", 100.0 ,"9,830",28.9
2016,Alberta,   Supervisors:  Crafts and Trades," 56,730 ",100.0," 51,945 ",91.6," 4,785 ", 8.4 ," 3,415 ", 6.0 ," 3,885 ", 6.8 ," 56,930 ", 100.0 ,--,-
2016,Alberta,   Administrative and Senior Clerical Personnel," 136,050 ",100.0," 20,550 ",15.1," 115,500 ", 84.9 ," 6,760 ", 5.0 ," 16,045 ", 11.8 ," 133,390 ", 100.0 ,"15,960",12.0
2016,Alberta,   Skilled Sales and Service Personnel," 85,980 ",100.0," 41,380 ",48.1," 44,605 ", 51.9 ," 5,105 ", 5.9 ," 18,705 ", 21.8 ," 94,670 ", 100.0 ,"5,920",6.3
2016,Alberta,   Skilled Crafts and Trades Workers," 220,980 ",100.0," 210,205 ",95.1," 10,770 ", 4.9 ," 15,245 ", 6.9 ," 22,185 ", 10.0 ," 230,610 ", 100.0 ,"25,070",10.9
2016,Alberta,   Clerical Personnel ," 143,530 ",100.0," 37,475 ",26.1," 106,055 ", 73.9 ," 8,705 ", 6.1 ," 22,900 ", 16.0 ," 145,755 ", 100.0 ,"19,790",13.6
2016,Alberta,   Intermediate Sales and Service Personnel," 274,580 ",100.0," 81,455 ",29.7," 193,130 ", 70.3 ," 17,950 ", 6.5 ," 55,950 ", 20.4 ," 297,950 ", 100.0 ,"34,270",11.5
2016,Alberta,   Semi-Skilled Manual Workers," 188,030 ",100.0," 158,690 ",84.4," 29,340 ", 15.6 ," 13,820 ", 7.3 ," 28,955 ", 15.4 ," 194,070 ", 100.0 ,"22,460",11.6
2016,Alberta,   Other Sales and Service Personnel," 171,595 ",100.0," 72,050 ",42.0," 99,550 ", 58.0 ," 15,130 ", 8.8 ," 41,980 ", 24.5 ," 201,510 ", 100.0 ,"16,260",8.1
2016,Alberta,   Other Manual Workers," 80,530 ",100.0," 66,240 ",82.3," 14,290 ", 17.7 ," 8,360 ", 10.4 ," 10,345 ", 12.8 ," 86,920 ", 100.0 ,"3,090",3.6
2016,British Columbia,Total British Columbia ," 2,414,545 ",100.0," 1,247,400 ",51.7," 1,167,140 ", 48.3 ," 136,945 ", 5.7 ," 598,555 ", 24.8 ," 2,498,760 ", 100.0 ,"275,280",11.0
2016,British Columbia,"   Senior, Middle and Other Managers"," 265,070 ",100.0," 161,730 ",61.0," 103,345 ", 39.0 ," 9,510 ", 3.6 ," 59,670 ", 22.5 ," 268,595 ", 100.0 ,"18,030",6.7
2016,British Columbia,   Professionals," 418,075 ",100.0," 189,505 ",45.3," 228,575 ", 54.7 ," 12,610 ", 3.0 ," 109,935 ", 26.3 ," 427,165 ", 100.0 ,"42,650",10.0
2016,British Columbia,   Semi-Professionals and Technicians," 250,785 ",100.0," 122,385 ",48.8," 128,400 ", 51.2 ," 13,570 ", 5.4 ," 56,715 ", 22.6 ," 259,270 ", 100.0 ,"25,000",9.6
2016,British Columbia,   Supervisors," 29,765 ",100.0," 12,890 ",43.3," 16,875 ", 56.7 ," 1,630 ", 5.5 ," 8,505 ", 28.6 ," 32,655 ", 100.0 ,"13,700",42.0
2016,British Columbia,   Supervisors:  Crafts and Trades," 40,050 ",100.0," 36,135 ",90.2," 3,920 ", 9.8 ," 2,165 ", 5.4 ," 5,235 ", 13.1 ," 40,075 ", 100.0 ,"5,750",14.3
2016,British Columbia,   Administrative and Senior Clerical Personnel," 138,255 ",100.0," 24,340 ",17.6," 113,910 ", 82.4 ," 6,255 ", 4.5 ," 30,380 ", 22.0 ," 135,330 ", 100.0 ,"16,770",12.4
2016,British Columbia,   Skilled Sales and Service Personnel," 118,730 ",100.0," 59,860 ",50.4," 58,870 ", 49.6 ," 7,055 ", 5.9 ," 39,305 ", 33.1 ," 126,690 ", 100.0 ,"11,550",9.1
2016,British Columbia,   Skilled Crafts and Trades Workers," 187,975 ",100.0," 180,595 ",96.1," 7,380 ", 3.9 ," 12,825 ", 6.8 ," 26,180 ", 13.9 ," 190,765 ", 100.0 ,"17,580",9.2
2016,British Columbia,   Clerical Personnel ," 149,410 ",100.0," 39,955 ",26.7," 109,460 ", 73.3 ," 8,280 ", 5.5 ," 39,805 ", 26.6 ," 149,745 ", 100.0 ,"19,470",13.0
2016,British Columbia,   Intermediate Sales and Service Personnel," 330,940 ",100.0," 104,230 ",31.5," 226,710 ", 68.5 ," 19,745 ", 6.0 ," 94,615 ", 28.6 ," 351,995 ", 100.0 ,"36,960",10.5
2016,British Columbia,   Semi-Skilled Manual Workers," 186,420 ",100.0," 158,945 ",85.3," 27,480 ", 14.7 ," 14,140 ", 7.6 ," 46,675 ", 25.0 ," 192,305 ", 100.0 ,"22,870",11.9
2016,British Columbia,   Other Sales and Service Personnel," 212,030 ",100.0," 89,295 ",42.1," 122,740 ", 57.9 ," 19,120 ", 9.0 ," 62,635 ", 29.5 ," 230,630 ", 100.0 ,"32,800",14.2
2016,British Columbia,   Other Manual Workers," 87,030 ",100.0," 67,545 ",77.6," 19,485 ", 22.4 ," 10,045 ", 11.5 ," 18,900 ", 21.7 ," 93,555 ", 100.0 ,"10,280",11.0
2016,Yukon,Total Yukon ," 21,855 ",100.0," 10,985 ",50.3," 10,865 ", 49.7 ," 4,665 ", 21.3 , 995 , 4.6 ," 21,860 ", 100.0 ,"2,470",11.3
2016,Yukon,"   Senior, Middle and Other Managers"," 2,450 ",100.0," 1,310 ",53.5," 1,145 ", 46.7 , 365 , 14.9 , 85 , 3.5 ," 2,365 ", 100.0 , 170 ,7.2
2016,Yukon,   Professionals," 4,300 ",100.0," 1,665 ",38.7," 2,640 ", 61.4 , 515 , 12.0 , 180 , 4.2 ," 4,150 ", 100.0 ,550,13.3
2016,Yukon,   Semi-Professionals and Technicians," 2,655 ",100.0," 1,330 ",50.1," 1,330 ", 50.1 , 560 , 21.1 , 75 , 2.8 ," 2,695 ", 100.0 ,240,8.9
2016,Yukon,   Supervisors, 180 ,100.0, 70 ,38.9, 110 , 61.1 , 45 , 25.0 , 10 , 5.6 , 165 , 100.0 ,--,-
2016,Yukon,   Supervisors:  Crafts and Trades, 390 ,100.0, 355 ,91.0, 35 , 9.0 , 75 , 19.2 , - , -   , 370 , 100.0 ,--,-
2016,Yukon,   Administrative and Senior Clerical Personnel," 1,670 ",100.0, 225 ,13.5," 1,440 ", 86.2 , 375 , 22.5 , 65 , 3.9 ," 1,585 ", 100.0 ,150,9.5
2016,Yukon,   Skilled Sales and Service Personnel, 615 ,100.0, 265 ,43.1, 345 , 56.1 , 145 , 23.6 , 40 , 6.5 , 645 , 100.0 ,--,-
2016,Yukon,   Skilled Crafts and Trades Workers," 1,905 ",100.0," 1,815 ",95.3, 90 , 4.7 , 420 , 22.0 , 50 , 2.6 ," 1,830 ", 100.0 ,--,-
2016,Yukon,   Clerical Personnel ," 1,380 ",100.0, 350 ,25.4," 1,035 ", 75.0 , 320 , 23.2 , 40 , 2.9 ," 1,315 ", 100.0 ,--,-
2016,Yukon,   Intermediate Sales and Service Personnel," 2,280 ",100.0, 695 ,30.5," 1,580 ", 69.3 , 475 , 20.8 , 215 , 9.4 ," 2,485 ", 100.0 ,470,18.9
2016,Yukon,   Semi-Skilled Manual Workers," 1,685 ",100.0," 1,500 ",89.0, 180 , 10.7 , 500 , 29.7 , 55 , 3.3 ," 1,585 ", 100.0 ,--,-
2016,Yukon,   Other Sales and Service Personnel," 1,500 ",100.0, 705 ,47.0, 800 , 53.3 , 550 , 36.7 , 175 , 11.7 ," 1,855 ", 100.0 ,--,-
2016,Yukon,   Other Manual Workers, 850 ,100.0, 710 ,83.5, 140 , 16.5 , 325 , 38.2 , 15 , 1.8 , 820 , 100.0 ,--,-
2016,Northwest Territories ,Total Northwest Territories  ," 24,355 ",100.0," 12,760 ",52.4," 11,595 ", 47.6 ," 10,665 ", 43.8 ," 1,775 ", 7.3 ," 24,415 ", 100.0 ,"2,400",9.8
2016,Northwest Territories ,"   Senior, Middle and Other Managers"," 2,805 ",100.0," 1,655 ",59.0," 1,150 ", 41.0 , 810 , 28.9 , 200 , 7.1 ," 2,775 ", 100.0 , 130 ,4.7
2016,Northwest Territories ,   Professionals," 4,280 ",100.0," 1,610 ",37.6," 2,665 ", 62.3 ," 1,085 ", 25.4 , 340 , 7.9 ," 4,195 ", 100.0 ,570,13.6
2016,Northwest Territories ,   Semi-Professionals and Technicians," 2,820 ",100.0," 1,525 ",54.1," 1,295 ", 45.9 ," 1,005 ", 35.6 , 160 , 5.7 ," 2,845 ", 100.0 ,230,8.1
2016,Northwest Territories ,   Supervisors, 280 ,100.0, 120 ,42.9, 160 , 57.1 , 85 , 30.4 , 35 , 12.5 , 300 , 100.0 ,--,-
2016,Northwest Territories ,   Supervisors:  Crafts and Trades, 370 ,100.0, 335 ,90.5, 30 , 8.1 , 150 , 40.5 , 10 , 2.7 , 350 , 100.0 ,--,-
2016,Northwest Territories ,   Administrative and Senior Clerical Personnel," 1,795 ",100.0, 350 ,19.5," 1,445 ", 80.5 , 750 , 41.8 , 120 , 6.7 ," 1,760 ", 100.0 ,220,12.5
2016,Northwest Territories ,   Skilled Sales and Service Personnel, 615 ,100.0, 280 ,45.5, 335 , 54.5 , 275 , 44.7 , 100 , 16.3 , 625 , 100.0 ,--,-
2016,Northwest Territories ,   Skilled Crafts and Trades Workers," 1,905 ",100.0," 1,825 ",95.8, 80 , 4.2 , 940 , 49.3 , 25 , 1.3 ," 1,865 ", 100.0 ,320,17.2
2016,Northwest Territories ,   Clerical Personnel ," 1,620 ",100.0, 430 ,26.5," 1,190 ", 73.5 , 805 , 49.7 , 115 , 7.1 ," 1,580 ", 100.0 ,100,6.3
2016,Northwest Territories ,   Intermediate Sales and Service Personnel," 2,585 ",100.0, 845 ,32.7," 1,740 ", 67.3 ," 1,225 ", 47.4 , 305 , 11.8 ," 2,705 ", 100.0 ,300,11.1
2016,Northwest Territories ,   Semi-Skilled Manual Workers," 2,030 ",100.0," 1,830 ",90.1, 195 , 9.6 ," 1,290 ", 63.5 , 135 , 6.7 ," 1,995 ", 100.0 ,--,-
2016,Northwest Territories ,   Other Sales and Service Personnel," 2,330 ",100.0," 1,115 ",47.9," 1,220 ", 52.4 ," 1,535 ", 65.9 , 200 , 8.6 ," 2,515 ", 100.0 ,290,11.5
2016,Northwest Territories ,   Other Manual Workers, 925 ,100.0, 845 ,91.4, 90 , 9.7 , 715 , 77.3 , 20 , 2.2 , 915 , 100.0 ,0,0.0
2016,Nunavut,Total Nunavut ," 16,760 ",100.0," 8,660 ",51.7," 8,100 ", 48.3 ," 12,855 ", 76.7 , 525 , 3.1 ," 16,435 ", 100.0 ,"1,340",8.2
2016,Nunavut,"   Senior, Middle and Other Managers"," 1,400 ",100.0, 855 ,61.1, 550 , 39.3 , 615 , 43.9 , 85 , 6.1 ," 1,355 ", 100.0 ,--,-
2016,Nunavut,   Professionals," 2,545 ",100.0, 900 ,35.4," 1,650 ", 64.8 ," 1,285 ", 50.5 , 190 , 7.5 ," 2,455 ", 100.0 ,290,11.8
2016,Nunavut,   Semi-Professionals and Technicians," 1,735 ",100.0, 790 ,45.5, 950 , 54.8 ," 1,230 ", 70.9 , 70 , 4.0 ," 1,685 ", 100.0 ,170,10.1
2016,Nunavut,   Supervisors, 165 ,100.0, 90 ,54.5, 75 , 45.5 , 110 , 66.7 , - , -   , 165 , 100.0 ,--,-
2016,Nunavut,   Supervisors:  Crafts and Trades, 120 ,100.0, 100 ,83.3, 20 , 16.7 , 85 , 70.8 , - , -   , 115 , 100.0 ,--,-
2016,Nunavut,   Administrative and Senior Clerical Personnel," 1,060 ",100.0, 285 ,26.9, 775 , 73.1 , 785 , 74.1 , 35 , 3.3 ," 1,040 ", 100.0 ,--,-
2016,Nunavut,   Skilled Sales and Service Personnel, 360 ,100.0, 135 ,37.5, 230 , 63.9 , 295 , 81.9 , 10 , 2.8 , 345 , 100.0 ,--,-
2016,Nunavut,   Skilled Crafts and Trades Workers," 1,035 ",100.0," 1,010 ",97.6, 25 , 2.4 , 850 , 82.1 , 10 , 1.0 ," 1,015 ", 100.0 ,--,-
2016,Nunavut,   Clerical Personnel ," 1,015 ",100.0, 220 ,21.7, 790 , 77.8 , 880 , 86.7 , 25 , 2.5 ," 1,005 ", 100.0 ,--,-
2016,Nunavut,   Intermediate Sales and Service Personnel," 1,825 ",100.0, 600 ,32.9," 1,230 ", 67.4 ," 1,530 ", 83.8 , 55 , 3.0 ," 1,800 ", 100.0 ,--,-
2016,Nunavut,   Semi-Skilled Manual Workers," 1,575 ",100.0," 1,455 ",92.4, 120 , 7.6 ," 1,455 ", 92.4 , 20 , 1.3 ," 1,545 ", 100.0 ,--,-
2016,Nunavut,   Other Sales and Service Personnel," 3,080 ",100.0," 1,440 ",46.8," 1,635 ", 53.1 ," 2,925 ", 95.0 , 35 , 1.1 ," 3,075 ", 100.0 ,350,11.4
2016,Nunavut,   Other Manual Workers, 835 ,100.0, 790 ,94.6, 50 , 6.0 , 810 , 97.0 , - , -   , 830 , 100.0 ,--,-
